division_key,anchor_type,anchor_text,source_url_or_doc,checked_by,checked_ts,status,verified_value,note
commodities_trading,A1,Commodity Exchange Act position limits | United States | 7 U.S.C. § 6a; 17 C.F.R. Part 150,,,,UNVERIFIED,,
commodities_trading,A1,Commodity Exchange Act swap-dealer requirements | United States | 7 U.S.C. §6s and 17 C.F.R. Part 23,,,,UNVERIFIED,,
commodities_trading,A1,Commodity Exchange Act | United States | 17 C.F.R. Part 45,,,,UNVERIFIED,,
commodities_trading,A1,Commodity derivative position limits and reporting | EU | Directive 2014/65/EU Arts 57–58; RTS 21a (Commission Delegated Regulation (EU) 2022/1302),,,,UNVERIFIED,,
commodities_trading,A1,EMIR | European Union | Regulation (EU) No 648/2012 Article 9,,,,UNVERIFIED,,
commodities_trading,A1,"Federal speculative position limits | United States | Commodity Futures Trading Commission regulations, 17 CFR Part 150",,,,UNVERIFIED,,
commodities_trading,A1,MAR — market abuse regime applicable to commodity derivatives | EU | Regulation (EU) No 596/2014,,,,UNVERIFIED,,
commodities_trading,A1,MiFID II commodity derivative position limits and reporting | EU | Directive 2014/65/EU Articles 57 and 58; RTS 21a,,,,UNVERIFIED,,
commodities_trading,A1,"MiFID II commodity derivatives position limits | EU | Directive 2014/65/EU, Art. 57",,,,UNVERIFIED,,
commodities_trading,A1,"MiFID II commodity position limits | European Union | Directive 2014/65/EU, Article 57",,,,UNVERIFIED,,
commodities_trading,A1,"MiFID II — position limits and reporting for commodity derivatives | EU | Directive 2014/65/EU, Art. 57; Commission Delegated Regulation (EU) 2017/591 (RTS 21)",,,,UNVERIFIED,,
commodities_trading,A1,Position Limits for Derivatives | United States | 17 C.F.R. Part 150,,,,UNVERIFIED,,
commodities_trading,A1,"Position limits and accountability for physical commodity derivatives | US / CFTC | 17 CFR Part 150 (Position Limits for Derivatives, 2021 final rule); Form 204 reporting",,,,UNVERIFIED,,
commodities_trading,A1,"REMIT reporting (wholesale energy) | EU | Regulation (EU) No 1227/2011, Art. 4",,,,UNVERIFIED,,
commodities_trading,A1,"REMIT wholesale energy market integrity and reporting | EU | Regulation (EU) No 1227/2011 (REMIT), Articles 3 and 8",,,,UNVERIFIED,,
commodities_trading,A1,"REMIT wholesale energy market integrity and transaction reporting | EU | Regulation (EU) No 1227/2011, Articles 3, 4 and 8; Implementing Regulation (EU) No 1348/2014",,,,UNVERIFIED,,
commodities_trading,A1,"REMIT — reporting of wholesale energy market transactions | EU | Regulation (EU) No 1227/2011, Art. 8",,,,UNVERIFIED,,
commodities_trading,A1,"REMIT — wholesale energy market integrity | EU | Regulation (EU) No 1227/2011, Arts. 3 & 5",,,,UNVERIFIED,,
commodities_trading,A1,U.S. Commodity Futures Trading Commission position limits | United States | 17 CFR Part 150,,,,UNVERIFIED,,
commodities_trading,A1,"Wholesale energy market integrity and transparency | EU | Regulation (EU) No 1227/2011 (REMIT) Arts 3, 4 and 8 (as amended by Regulation (EU) 2024/1106)",,,,UNVERIFIED,,
commodities_trading,A2,"Bank of America Corporation | Form 10-K | FY2024 | Fixed income, currencies and commodities",,,,UNVERIFIED,,
commodities_trading,A2,Citigroup Inc. | Form 10-K | FY2023 | Markets - Fixed Income markets revenues,,,,UNVERIFIED,,
commodities_trading,A2,"Goldman Sachs Group, Inc. | 10-K | FY2023 | Fixed income, currency and commodities client execution",,,,UNVERIFIED,,
commodities_trading,A2,"Goldman Sachs Group, Inc. | 2024 Form 10-K | FY2024 | Fixed Income, Currency and Commodities",,,,UNVERIFIED,,
commodities_trading,A2,JPMorgan Chase & Co. | Form 10-K | FY2023 | Fixed Income Markets,,,,UNVERIFIED,,
commodities_trading,A2,JPMorgan Chase & Co. | Form 10-K | FY2024 | Fixed Income Markets,,,,UNVERIFIED,,
commodities_trading,A2,Macquarie Group Limited | Annual Report | FY2024 | Commodities and Global Markets,,,,UNVERIFIED,,
commodities_trading,A2,"Morgan Stanley | Form 10-K | FY2023 | Fixed income net revenues (Institutional Securities, includes commodities)",,,,UNVERIFIED,,
commodities_trading,A2,The Goldman Sachs Group | Form 10-K | FY2023 | FICC intermediation (includes commodities),,,,UNVERIFIED,,
commodities_trading,A2,"The Goldman Sachs Group, Inc. | Form 10-K | FY2023 | FICC intermediation",,,,UNVERIFIED,,
commodities_trading,A2,"The Goldman Sachs Group, Inc. | Form 10-K | FY2023 | FICC intermediation (commodities component of Global Banking & Markets net revenues)",,,,UNVERIFIED,,
commodities_trading,A2,"The Goldman Sachs Group, Inc. | Form 10-K | FY2023 | FICC intermediation (commodities included within FICC)",,,,UNVERIFIED,,
commodities_trading,A2,"The Goldman Sachs Group, Inc. | Form 10-K | FY2024 | FICC",,,,UNVERIFIED,,
commodities_trading,A3,"BIS | Semiannual OTC derivatives statistics — commodity derivatives, notional amounts outstanding | 2.2 USD trillion | as_of 2023-06-30",,,,UNVERIFIED,,
commodities_trading,A3,BIS | Triennial Central Bank Survey 2022: commodity derivatives daily average turnover | 0.1 USD trillion/day | as_of 2022-04,,,,UNVERIFIED,,
commodities_trading,A3,"Bank for International Settlements | OTC derivatives statistics — commodity contracts, notional amounts outstanding | 2.9 USD trillion (approximate) | as_of 2023-12-31",,,,UNVERIFIED,,
commodities_trading,A3,Bank for International Settlements | OTC derivatives statistics: commodity contracts notional amounts outstanding | 2.7 USD trillion | as_of 2024-06-30,,,,UNVERIFIED,,
commodities_trading,A3,Bank for International Settlements | OTC derivatives statistics: commodity derivatives notional amount outstanding | 2.8 USD trillion | as_of 2024-06-30,,,,UNVERIFIED,,
commodities_trading,A3,Bank for International Settlements | Triennial Central Bank Survey — OTC commodity derivatives turnover | 0.4 USD trillion per day | as_of 2022-04-30,,,,UNVERIFIED,,
commodities_trading,A3,FIA (Futures Industry Association) | Annual ETD Volume — global futures and options volume | 137.3 billion contracts per year | as_of 2023-12-31,,,,UNVERIFIED,,
commodities_trading,A3,FIA | Annual Volume Survey - global futures and options contracts traded | 137.3 billion contracts per year | as_of 2023-12-31,,,,UNVERIFIED,,
commodities_trading,A3,FIA | Annual Volume Survey - total global exchange-traded futures and options volume | 137.3 billion contracts | as_of 2023,,,,UNVERIFIED,,
commodities_trading,A3,"FIA | Global futures and options volume — energy and agricultural contracts traded | 137.3 billion contracts (all asset classes, 2023 total) | as_of 2023-12-31",,,,UNVERIFIED,,
commodities_trading,A3,International Energy Agency | Oil Market Report — world oil demand | 102.2 million barrels per day | as_of 2023,,,,UNVERIFIED,,
commodities_trading,A4,"SEAT: Commodities derivatives trader; Commodities derivatives trader (energy, metals, agriculture) with scheduling/operations analyst support; Commodities trader (energy, metals, agriculture); Commodities trader (energy, metals, agriculture; financial swaps/options and physical); Commodities trader / market-maker; Commodities trader and physical scheduler (energy, metals, agriculture; paper and physical); Commodities trader and structured commodity hedging specialist; Commodities trading desk (metals, energy, agricultural; futures, options, physical-linked books); Commodity trader (energy, metals, power/gas) with scheduling and physical operations support; Energy, metals, agricultural and commodity-index salespeople, traders and schedulers; Energy, metals, agricultural and environmental-products sales, trading and structuring; Energy, metals, agriculture and environmental-products salespeople, traders and structurers | cost_per_seat midpoint median 750000.0 | determinable_fraction median 0.5 | 40 terminality tasks",,,,UNVERIFIED,,
credit_trading,A1,"BCBS market risk capital for credit instruments (DRC/IRC) | Global | BCBS d457, January 2019",,,,UNVERIFIED,,
credit_trading,A1,"Basel III — market risk capital (FRTB) | Global (BCBS) | BCBS d457, Minimum capital requirements for market risk (Jan. 2019); Basel Framework MAR10–MAR23",,,,UNVERIFIED,,
credit_trading,A1,CRR II / FRTB | European Union | Regulation (EU) 2019/876 Articles 325a-325q,,,,UNVERIFIED,,
credit_trading,A1,"EMIR reporting of credit derivatives | EU | Regulation (EU) No 648/2012 (EMIR), Article 9",,,,UNVERIFIED,,
credit_trading,A1,"EU Markets in Financial Instruments Directive II | EU | Directive 2014/65/EU, Article 16(2)",,,,UNVERIFIED,,
credit_trading,A1,FINRA TRACE corporate bond trade reporting | United States | FINRA Rule 6730,,,,UNVERIFIED,,
credit_trading,A1,FINRA TRACE reporting for corporate and agency debt (15-minute reporting) | US | FINRA Rule 6730(a),,,,UNVERIFIED,,
credit_trading,A1,FINRA TRACE trade reporting | US | FINRA Rule 6730 (TRACE reporting of corporate bonds),,,,UNVERIFIED,,
credit_trading,A1,FINRA TRACE — corporate bond trade reporting and dissemination | US | FINRA Rule 6700 Series (Trade Reporting and Compliance Engine),,,,UNVERIFIED,,
credit_trading,A1,FINRA TRACE — corporate bond transaction reporting and dissemination | US | FINRA Rule 6700 series; Rule 6730 (15-minute reporting),,,,UNVERIFIED,,
credit_trading,A1,Mark-up / mark-down disclosure on principal fixed income trades with retail customers | US / FINRA | FINRA Rule 2232,,,,UNVERIFIED,,
credit_trading,A1,"Markets in Financial Instruments Regulation transparency regime | European Union | Regulation (EU) No 600/2014, Articles 8-11 and 21",,,,UNVERIFIED,,
credit_trading,A1,"MiFIR bond transparency and reporting | EU | Regulation (EU) No 600/2014 Arts 10–11, Art 26; RTS 2 (Delegated Regulation (EU) 2017/583)",,,,UNVERIFIED,,
credit_trading,A1,"MiFIR non-equity transparency and deferral regime | EU | Regulation (EU) No 600/2014 Articles 8, 9, 10, 11; RTS 2 (Commission Delegated Regulation (EU) 2017/583)",,,,UNVERIFIED,,
credit_trading,A1,MiFIR non-equity transparency | EU | Regulation (EU) No 600/2014 Arts. 8-11 with RTS 2 (Commission Delegated Regulation (EU) 2017/583),,,,UNVERIFIED,,
credit_trading,A1,"MiFIR post-trade transparency and deferral regime for bonds and credit derivatives | EU | Regulation (EU) No 600/2014, Articles 10 and 11; Commission Delegated Regulation (EU) 2017/583 (RTS 2)",,,,UNVERIFIED,,
credit_trading,A1,"MiFIR — post-trade transparency for bonds | EU | Regulation (EU) No 600/2014, Art. 21",,,,UNVERIFIED,,
credit_trading,A1,"MiFIR — pre- and post-trade transparency for non-equity instruments | EU | Regulation (EU) No 600/2014, Arts. 8–11",,,,UNVERIFIED,,
credit_trading,A1,Real-time public reporting of swap transaction data (credit default swaps) | US / CFTC | 17 CFR Part 43,,,,UNVERIFIED,,
credit_trading,A1,SEC Market Access Rule | United States | 17 C.F.R. § 240.15c3-5,,,,UNVERIFIED,,
credit_trading,A1,SEC Security-Based Swap Dealer Rules | United States | 17 C.F.R. §§240.15Fh-3 and 240.15Fi-2,,,,UNVERIFIED,,
credit_trading,A1,SEC — quotation rule applied to fixed income securities | US | 17 C.F.R. § 240.15c2-11 (phased application to fixed income from 2022),,,,UNVERIFIED,,
credit_trading,A1,"Securities Exchange Act dealer regulation | United States | Securities Exchange Act of 1934 section 15; 15 U.S.C. § 78o; SEC Rule 15c3-1, 17 CFR § 240.15c3-1",,,,UNVERIFIED,,
credit_trading,A1,"Short Selling Regulation - sovereign and CDS restrictions | EU | Regulation (EU) No 236/2012, Article 14 (uncovered sovereign CDS)",,,,UNVERIFIED,,
credit_trading,A1,TRACE post-trade reporting for corporate and agency debt | US | FINRA Rule 6730 (Transaction Reporting) and Rule 6750,,,,UNVERIFIED,,
credit_trading,A1,TRACE post-trade reporting of corporate and agency debt | US / FINRA | FINRA Rule 6730 (as amended 2024 to shorten the reporting window),,,,UNVERIFIED,,
credit_trading,A1,TRACE transaction reporting for eligible debt securities | United States | FINRA Rules 6710 and 6730,,,,UNVERIFIED,,
credit_trading,A1,"Trading obligation for derivatives | European Union | Regulation (EU) No 600/2014, Article 28",,,,UNVERIFIED,,
credit_trading,A1,U.S. SEC Market Access Rule | United States | 17 CFR § 240.15c3-5,,,,UNVERIFIED,,
credit_trading,A1,Volcker Rule market-making exemption (reasonably expected near-term demand) | US | 12 CFR 248.4(b)(2),,,,UNVERIFIED,,
credit_trading,A1,Volcker Rule | United States | 12 C.F.R. §248.4; underwriting and market-making-related activities,,,,UNVERIFIED,,
credit_trading,A1,Volcker Rule | United States | 12 U.S.C. §1851; 12 C.F.R. Part 248,,,,UNVERIFIED,,
credit_trading,A1,Volcker Rule — market-making exemption compliance | US | Dodd-Frank §619; 12 CFR 248.4,,,,UNVERIFIED,,
credit_trading,A2,"Bank of America Corporation | 10-K | FY2023 | Fixed income, currencies and commodities",,,,UNVERIFIED,,
credit_trading,A2,Barclays PLC | Annual Report | FY2023 | Investment Bank - Global Markets: FICC,,,,UNVERIFIED,,
credit_trading,A2,Barclays PLC | Form 20-F | FY2023 | FICC,,,,UNVERIFIED,,
credit_trading,A2,Citigroup Inc. | Form 10-K | FY2023 | Fixed Income markets,,,,UNVERIFIED,,
credit_trading,A2,Citigroup Inc. | Form 10-K | FY2023 | Spread products / other fixed income,,,,UNVERIFIED,,
credit_trading,A2,Citigroup | Form 10-K | FY2023 | Fixed Income markets (Markets segment),,,,UNVERIFIED,,
credit_trading,A2,"Deutsche Bank AG | Annual Report (Form 20-F / Annual Report) | FY2023 | Fixed Income, Currencies (FIC) Sales & Trading",,,,UNVERIFIED,,
credit_trading,A2,"Deutsche Bank AG | Annual Report | FY2023 | Credit (within Investment Bank, Sales & Trading)",,,,UNVERIFIED,,
credit_trading,A2,"Deutsche Bank | Annual Report | FY2023 | Investment Bank — Fixed Income, Currencies (FIC) Sales & Trading",,,,UNVERIFIED,,
credit_trading,A2,"Goldman Sachs Group, Inc. | 2024 Form 10-K | FY2024 | Fixed Income, Currency and Commodities",,,,UNVERIFIED,,
credit_trading,A2,JPMorgan Chase & Co. | Form 10-K | FY2023 | Fixed Income Markets,,,,UNVERIFIED,,
credit_trading,A2,JPMorgan Chase & Co. | Form 10-K | FY2024 | Fixed Income Markets,,,,UNVERIFIED,,
credit_trading,A2,"The Goldman Sachs Group, Inc. | Form 10-K | FY2023 | FICC intermediation",,,,UNVERIFIED,,
credit_trading,A2,"The Goldman Sachs Group, Inc. | Form 10-K | FY2023 | FICC intermediation (credit products component of Global Banking & Markets net revenues)",,,,UNVERIFIED,,
credit_trading,A2,"The Goldman Sachs Group, Inc. | Form 10-K | FY2024 | FICC",,,,UNVERIFIED,,
credit_trading,A3,BIS | Semiannual OTC derivatives statistics - credit derivatives notional outstanding | 9.8 USD trillion | as_of 2022-06,,,,UNVERIFIED,,
credit_trading,A3,"BIS | Semiannual OTC derivatives statistics — credit default swaps, notional amounts outstanding | 8.4 USD trillion | as_of 2023-06-30",,,,UNVERIFIED,,
credit_trading,A3,BIS | Triennial Central Bank Survey 2022: credit derivatives daily average turnover | 0.4 USD trillion/day | as_of 2022-04,,,,UNVERIFIED,,
credit_trading,A3,"Bank for International Settlements | OTC derivatives statistics — credit default swaps, notional amounts outstanding | 8.5 USD trillion | as_of 2024-06-30",,,,UNVERIFIED,,
credit_trading,A3,"Bank for International Settlements | OTC derivatives statistics — credit default swaps, notional amounts outstanding | 8.6 USD trillion (approximate) | as_of 2023-12-31",,,,UNVERIFIED,,
credit_trading,A3,Bank for International Settlements | OTC derivatives statistics: credit derivatives notional amount outstanding | 9.7 USD trillion | as_of 2024-06-30,,,,UNVERIFIED,,
credit_trading,A3,"Bank for International Settlements | OTC derivatives statistics—credit derivatives, notional amounts outstanding | 10.0 USD trillion | as_of 2023-12-31",,,,UNVERIFIED,,
credit_trading,A3,FINRA | TRACE corporate bond average daily par volume | 45 USD billion per day (approximate) | as_of 2023,,,,UNVERIFIED,,
credit_trading,A3,SIFMA Research | U.S. corporate bond average daily trading volume | 41.9 USD billion per day | as_of 2023-12-31,,,,UNVERIFIED,,
credit_trading,A3,SIFMA | Capital Markets Fact Book 2024 — US corporate bond average daily trading volume | 43.2 USD billions per day | as_of 2023-12-31,,,,UNVERIFIED,,
credit_trading,A3,SIFMA | U.S. corporate bonds outstanding (Capital Markets Fact Book) | 10.9 USD trillions | as_of 2023-12,,,,UNVERIFIED,,
credit_trading,A3,SIFMA | US corporate bond average daily trading volume (TRACE) | 40.5 USD billion per day | as_of 2023-12-31,,,,UNVERIFIED,,
credit_trading,A3,SIFMA | US corporate bond average daily trading volume (TRACE) | 45 USD billion per day | as_of 2024-12-31,,,,UNVERIFIED,,
credit_trading,A3,SIFMA | US corporate bonds outstanding | 10.9 USD trillion (approximate) | as_of 2023-12-31,,,,UNVERIFIED,,
credit_trading,A3,Securities Industry and Financial Markets Association | U.S. Corporate Bonds Outstanding | 10.9 USD trillion | as_of 2023-12-31,,,,UNVERIFIED,,
credit_trading,A4,"SEAT: Corporate bond / CDS market maker; Corporate credit and credit derivatives trader; Credit flow trader (investment-grade and high-yield bonds, CDS indices and single names); Credit market maker (IG/HY cash, CDS index and single-name) and credit portfolio trader; Credit market maker (investment grade / high yield cash, CDS index and single name) with desk analyst support; Credit market-making trader (IG/HY cash, CDS index and single name) with desk analyst support; Credit trader (investment grade, high yield, distressed, CDS indices and single names); Credit trader / market-maker; Credit trader and CDS/credit index hedger; Credit trading desk (cash bonds, CDS indices/options, loan trading); Investment-grade, high-yield, distressed, municipal and credit-derivatives sales and trading; Investment-grade, high-yield, distressed-debt and credit-derivatives salespeople and traders; Investment-grade, high-yield, distressed-debt and credit-derivatives salespeople, traders and structurers | cost_per_seat midpoint median 850000.0 | determinable_fraction median 0.5 | 44 terminality tasks",,,,UNVERIFIED,,
cross_asset_structuring,A1,CFTC business conduct standards for swap dealers | United States | 17 C.F.R. § 23.201 et seq.,,,,UNVERIFIED,,
cross_asset_structuring,A1,EMIR | European Union | Regulation (EU) No 648/2012 Article 11,,,,UNVERIFIED,,
cross_asset_structuring,A1,"EU MiFID II product governance and suitability | European Union | Directive 2014/65/EU, Article 24",,,,UNVERIFIED,,
cross_asset_structuring,A1,"Fundamental Review of the Trading Book | Basel Committee jurisdictions | Basel Framework, MAR20-MAR50",,,,UNVERIFIED,,
cross_asset_structuring,A1,PRIIPs | European Union | Regulation (EU) No 1286/2014 Article 5,,,,UNVERIFIED,,
cross_asset_structuring,A1,Uncleared Swap Margin Requirements | United States | 12 C.F.R. Part 45 and 17 C.F.R. §§23.150-23.161,,,,UNVERIFIED,,
cross_asset_structuring,A2,"Goldman Sachs Group, Inc. | 2024 Form 10-K | FY2024 | Global Banking & Markets",,,,UNVERIFIED,,
cross_asset_structuring,A2,JPMorgan Chase & Co. | Form 10-K | FY2023 | Fixed Income Markets,,,,UNVERIFIED,,
cross_asset_structuring,A2,"The Goldman Sachs Group, Inc. | Form 10-K | FY2024 | Equities",,,,UNVERIFIED,,
cross_asset_structuring,A2,"The Goldman Sachs Group, Inc. | Form 10-K | FY2024 | FICC",,,,UNVERIFIED,,
cross_asset_structuring,A3,BIS | Semiannual OTC derivatives statistics - gross market value | 18.2 USD trillion | as_of 2023-12,,,,UNVERIFIED,,
cross_asset_structuring,A3,Bank for International Settlements | OTC derivatives statistics—total notional amounts outstanding | 667.0 USD trillion | as_of 2023-12-31,,,,UNVERIFIED,,
cross_asset_structuring,A4,"SEAT: Cross-asset derivatives structurer; Cross-asset structurers, quantitative strategists, derivatives marketers and transaction engineers; Structuring and cross-asset solutions specialist | cost_per_seat midpoint median 700000.0 | determinable_fraction median 0.45 | 9 terminality tasks",,,,UNVERIFIED,,
custody_asset_servicing,A1,"AIFMD depositary duties (safekeeping, cash monitoring, oversight) | EU | Directive 2011/61/EU Art 21; Commission Delegated Regulation (EU) No 231/2013 Arts 85–99",,,,UNVERIFIED,,
custody_asset_servicing,A1,Adviser custody rule | US / SEC | 17 CFR 275.206(4)-2 (Advisers Act custody rule),,,,UNVERIFIED,,
custody_asset_servicing,A1,Adviser custody rule | US | Investment Advisers Act Rule 206(4)-2 (17 CFR 275.206(4)-2),,,,UNVERIFIED,,
custody_asset_servicing,A1,"Custody of investment company assets with foreign custodians and securities depositories | US | Investment Company Act Rules 17f-5 and 17f-7 (17 CFR 270.17f-5, 270.17f-7)",,,,UNVERIFIED,,
custody_asset_servicing,A1,"Custody of registered investment company assets abroad | US / SEC | 17 CFR 270.17f-5 and 270.17f-7 (Investment Company Act Rules 17f-5, 17f-7)",,,,UNVERIFIED,,
custody_asset_servicing,A1,"Depositary duties for UCITS and AIF assets (safekeeping, oversight, cash monitoring) | EU | Directive 2009/65/EC (UCITS) Article 22 and Directive 2011/61/EU (AIFMD) Article 21; Commission Delegated Regulation (EU) 2016/438",,,,UNVERIFIED,,
custody_asset_servicing,A1,UCITS depositary duties | EU | Directive 2009/65/EC Arts 22–22a and 24; Commission Delegated Regulation (EU) 2016/438,,,,UNVERIFIED,,
custody_asset_servicing,A2,BNY Mellon | Form 10-K | FY2023 | Investment services fees,,,,UNVERIFIED,,
custody_asset_servicing,A2,Citigroup | Form 10-K | FY2023 | Securities Services (Services segment),,,,UNVERIFIED,,
custody_asset_servicing,A2,JPMorgan Chase & Co. | Form 10-K | FY2023 | Securities Services (Corporate & Investment Bank revenue),,,,UNVERIFIED,,
custody_asset_servicing,A2,State Street Corporation | Form 10-K | FY2023 | Servicing fees,,,,UNVERIFIED,,
custody_asset_servicing,A2,The Bank of New York Mellon Corporation | Form 10-K | FY2024 | Investment services fees,,,,UNVERIFIED,,
custody_asset_servicing,A3,BNY Mellon | Assets under custody and/or administration (AUC/A) | 47.8 USD trillion | as_of 2023-12-31,,,,UNVERIFIED,,
custody_asset_servicing,A3,Boston Consulting Group | Global Asset Management report — global assets under management | 120 USD trillion (approximate) | as_of 2023-12-31,,,,UNVERIFIED,,
custody_asset_servicing,A3,Investment Company Institute | Worldwide regulated open-end fund total net assets | 68.9 USD trillion | as_of 2023-12-31,,,,UNVERIFIED,,
custody_asset_servicing,A3,The Bank of New York Mellon Corporation | Assets under custody and/or administration (AUC/A) | 52.1 USD trillion | as_of 2024-12-31,,,,UNVERIFIED,,
custody_asset_servicing,A4,"SEAT: Asset servicing / corporate actions and income processing analyst, custody client operations; Asset servicing specialist — corporate actions, income/tax, proxy and depositary oversight (onshore hubs: New York, London, Dublin, Luxembourg, Hong Kong) | cost_per_seat midpoint median 250000.0 | determinable_fraction median 0.85 | 8 terminality tasks",,,,UNVERIFIED,,
dcm_origination,A1,Corporate financing rule — underwriting terms and arrangements | US / FINRA | FINRA Rule 5110,,,,UNVERIFIED,,
dcm_origination,A1,"EU Prospectus Regulation | EU | Regulation (EU) 2017/1129, Art. 3",,,,UNVERIFIED,,
dcm_origination,A1,EU Prospectus Regulation | European Union | Regulation (EU) 2017/1129 Article 6,,,,UNVERIFIED,,
dcm_origination,A1,FINRA Rule 5141 | United States | FINRA Rule 5141,,,,UNVERIFIED,,
dcm_origination,A1,Private placement and offshore offering safe harbours | US / SEC | Securities Act Rule 144A (17 CFR 230.144A) and Regulation S (17 CFR 230.901–905),,,,UNVERIFIED,,
dcm_origination,A1,"Prospectus Regulation | European Union | Regulation (EU) 2017/1129, Articles 3 and 6",,,,UNVERIFIED,,
dcm_origination,A1,"Prospectus Regulation — approval and publication of the prospectus | EU | Regulation (EU) 2017/1129, Articles 3, 6 and 20",,,,UNVERIFIED,,
dcm_origination,A1,"Prospectus requirements for public debt offerings | EU | Regulation (EU) 2017/1129 Arts 3, 6 and 21",,,,UNVERIFIED,,
dcm_origination,A1,Securities Act Rule 15c2-12 | United States | 17 C.F.R. §240.15c2-12,,,,UNVERIFIED,,
dcm_origination,A1,"Securities Act registration and private placement exemptions used for bond offerings | US | Securities Act of 1933, Section 5; Rule 144A (17 CFR 230.144A); Regulation S (17 CFR 230.901–905)",,,,UNVERIFIED,,
dcm_origination,A1,Securities Act registration requirement | United States | Securities Act of 1933 section 5; 15 U.S.C. § 77e,,,,UNVERIFIED,,
dcm_origination,A1,Securities Act registration | US | Securities Act of 1933 § 5 (15 USC 77e); Rule 144A (17 CFR 230.144A),,,,UNVERIFIED,,
dcm_origination,A1,Stabilisation safe harbour and disclosure | EU | Regulation (EU) No 596/2014 (MAR) Art 5; Commission Delegated Regulation (EU) 2016/1052,,,,UNVERIFIED,,
dcm_origination,A1,U.S. Securities Act of 1933 | United States | Section 5,,,,UNVERIFIED,,
dcm_origination,A2,Deutsche Bank AG | Annual Report | FY2023 | Origination & Advisory — Debt Origination,,,,UNVERIFIED,,
dcm_origination,A2,JPMorgan Chase & Co. | 10-K | FY2023 | Debt underwriting,,,,UNVERIFIED,,
dcm_origination,A2,JPMorgan Chase & Co. | Form 10-K | FY2023 | Debt underwriting,,,,UNVERIFIED,,
dcm_origination,A2,JPMorgan Chase & Co. | Form 10-K | FY2023 | Investment banking fees — Debt underwriting,,,,UNVERIFIED,,
dcm_origination,A2,Morgan Stanley | Form 10-K | FY2023 | Underwriting — Fixed income underwriting revenues (Institutional Securities),,,,UNVERIFIED,,
dcm_origination,A2,The Goldman Sachs Group | Form 10-K | FY2023 | Investment banking fees — Debt underwriting,,,,UNVERIFIED,,
dcm_origination,A2,"The Goldman Sachs Group, Inc. | Form 10-K | FY2024 | Debt underwriting",,,,UNVERIFIED,,
dcm_origination,A3,"Bank for International Settlements | Debt securities statistics: total debt securities outstanding, all issuers | 145.1 USD trillion | as_of 2024-12-31",,,,UNVERIFIED,,
dcm_origination,A3,LSEG (Refinitiv) Deals Intelligence | Global debt capital markets proceeds | 9.0 USD trillion per year | as_of 2024-12-31,,,,UNVERIFIED,,
dcm_origination,A3,LSEG Deals Intelligence (Refinitiv) | Global debt capital markets proceeds | 8.6 USD trillion | as_of 2023-12-31,,,,UNVERIFIED,,
dcm_origination,A3,SIFMA Research | U.S. corporate bond issuance | 1.8 USD trillion | as_of 2023-12-31,,,,UNVERIFIED,,
dcm_origination,A3,SIFMA | US corporate bond issuance | 1.4 USD trillion per year | as_of 2023-12-31,,,,UNVERIFIED,,
dcm_origination,A3,SIFMA | US corporate bond issuance | 1.42 USD trillion (approximate) | as_of 2023,,,,UNVERIFIED,,
dcm_origination,A3,SIFMA | US corporate bonds outstanding | 10.9 USD trillion (approximate) | as_of 2023-12-31,,,,UNVERIFIED,,
dcm_origination,A4,"SEAT: DCM originator / syndicate desk banker; Debt capital markets banker / syndicate; Debt capital markets origination banker and syndicate desk (bookrunning, pricing, allocation); Debt capital markets origination banker and syndicate desk (pricing, bookbuilding, allocation); Debt capital markets originator and syndicate banker; Debt-capital-markets origination, structuring, syndication and liability-management bankers | cost_per_seat midpoint median 775000.0 | determinable_fraction median 0.435 | 21 terminality tasks",,,,UNVERIFIED,,
ecm_origination,A1,"Activities of underwriters and issuers during a distribution | US / SEC | Regulation M, 17 CFR 242.101–242.105 (including Rule 105 short-selling restriction)",,,,UNVERIFIED,,
ecm_origination,A1,Corporate financing rule for equity underwritings | US / FINRA | FINRA Rule 5110 and Rule 5131 (new issue allocations),,,,UNVERIFIED,,
ecm_origination,A1,"EU Prospectus Regulation | EU | Regulation (EU) 2017/1129, Art. 3",,,,UNVERIFIED,,
ecm_origination,A1,FINRA IPO allocation rules | US | FINRA Rule 5131,,,,UNVERIFIED,,
ecm_origination,A1,FINRA Rule 5110 | United States | FINRA Rule 5110,,,,UNVERIFIED,,
ecm_origination,A1,"Prospectus Regulation | European Union | Regulation (EU) 2017/1129, Articles 3 and 6",,,,UNVERIFIED,,
ecm_origination,A1,"Prospectus and equity offering disclosure | EU | Regulation (EU) 2017/1129 Arts 3, 6, 21 and Annexes 1/11 (Commission Delegated Regulation (EU) 2019/980)",,,,UNVERIFIED,,
ecm_origination,A1,SEC Regulation M | United States | 17 C.F.R. §242.101,,,,UNVERIFIED,,
ecm_origination,A1,Securities Act registration requirement | United States | Securities Act of 1933 section 5; 15 U.S.C. § 77e,,,,UNVERIFIED,,
ecm_origination,A1,Securities Act registration | US | Securities Act of 1933 § 5 (15 USC 77e),,,,UNVERIFIED,,
ecm_origination,A1,U.S. Securities Act of 1933 | United States | Section 5,,,,UNVERIFIED,,
ecm_origination,A1,U.S. Securities and Exchange Commission Regulation M | United States | 17 CFR § 242.101,,,,UNVERIFIED,,
ecm_origination,A2,JPMorgan Chase & Co. | 10-K | FY2023 | Equity underwriting,,,,UNVERIFIED,,
